5705	В данной дисциплине изучаются технологии извлечение данных, особенности систем хранения и обработки данных, методы анализа данных в киберпространстве. Особое внимание уделяется прикладному значению анализа данных в киберпространстве.
5695	В данном курсе рассмотрены основные разделы постквантовой криптографии, такие как кодовая криптография, криптография на решётках, криптография на многомерных уравнениях, криптография на хэш функциях и изогении на эллиптических кривых.
4131	В данном курсе студенты изучат интерфейсы в технических системах, принципы сопряжение машина-машина, интерфейс человек-машина.
